cellCount,mutantCount,subColonyCount
5,0,0
24,0,0
37,0,0
56,0,0
76,0,0
82,0,0
97,0,0
105,0,0
113,0,0
126,0,0
136,0,0
148,0,0
158,0,0
166,0,0
174,0,0
185,0,0
192,0,0
196,0,0
204,0,0
209,0,0
220,0,0
225,0,0
232,0,0
239,0,0
248,0,0
259,0,0
262,0,0
266,0,0
275,0,0
281,0,0
287,0,0
297,0,0
303,0,0
311,0,0
318,0,0
322,0,0
327,0,0
333,0,0
337,0,0
343,0,0
350,0,0
356,0,0
356,0,0
361,0,0
365,0,0
370,0,0
377,0,0
384,0,0
390,0,0
397,0,0
400,0,0
405,0,0
413,0,0
420,0,0
428,0,0
434,0,0
443,0,0
452,0,0
461,0,0
471,0,0
477,0,0
483,0,0
489,0,0
494,0,0
502,0,0
504,0,0
507,0,0
516,0,0
521,0,0
523,0,0
525,0,0
532,0,0
537,0,0
547,0,0
548,0,0
554,0,0
558,0,0
560,0,0
566,0,0
569,0,0
573,0,0
580,0,0
580,0,0
590,0,0
599,0,0
603,0,0
612,0,0
618,0,0
625,0,0
632,0,0
639,0,0
