finalCellCounts,timeList,perimeterList,areaList,convexityList,solidityList,compactnessList,roundnessList,elongationList,holesList,meanLengthsList,stdDevLengthList,direction,directionType,concentrations,strength,diffusion,boundary_fluctuations
10000,134072,533.5117600329331,10033.125,0.729167312000289,0.9380258975317876,0.4429534547943912,0.8331126150121825,1.2037037037037037,8,0.8483692807655284,0.06919663255403663,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.08156428352945176
10000,134615,551.4112549695448,10032.5,0.7033729536948329,0.9376825478421384,0.41463673853752603,0.8381011766722917,1.0508474576271187,5,0.8730299246682259,0.07026583561603283,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.08048502534748242
10000,132922,525.8549057834406,10032.125,0.7435878826711716,0.9405705044065255,0.45590141389389865,0.8245297518454323,1.190909090909091,7,0.8102763263955595,0.07165280982528915,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.08843009167505876
10000,135375,539.7127701597095,10035.5,0.7434731932545094,0.9208253524034546,0.4329357915888543,0.7832364004850728,1.275229357798165,16,0.8016356061359465,0.08542582466650021,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.10656440908141641
10000,138740,525.5117600329331,10037.25,0.7314620684448586,0.9350023288309268,0.45673019776144974,0.8536426540724077,1.0512820512820513,16,0.8442259274745211,0.06566586451602878,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.07778233572198669
10000,137691,570.0386719675145,10039.125,0.6844990139217209,0.924860084294894,0.3882371467335476,0.828612409095573,1.0789473684210527,14,0.785028501237202,0.10761741246743389,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.1370872679117118
10000,134029,568.9676041556489,10035.375,0.6927446754786468,0.9235893011216566,0.389554648646217,0.8117494413248957,1.1217391304347826,8,0.7809546331340631,0.07147640398039447,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.09152439968702308
10000,134624,531.8549057834406,10033.125,0.7268442595268008,0.9370293839526495,0.44571756379010147,0.8436785711115984,1.0789473684210527,9,0.8517915759960772,0.06855552591251889,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.08048392100186091
10000,133898,544.9259735953062,10033.75,0.7217560297893036,0.9245565537894495,0.42461772817738225,0.8151119886582023,1.0517241379310345,9,0.8681869520467804,0.06177689407387937,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.07115621114581165
10000,128388,529.369624409202,10035.375,0.7368174433328888,0.9420675897676601,0.4500133883360726,0.828906675432014,1.0689655172413792,15,0.8367357733493791,0.08902798946008364,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.1063991672110689
10000,135061,537.8549057834407,10034.125,0.7239173196107942,0.9399208467987448,0.4358721318186083,0.831727705150144,1.0521739130434782,11,0.8079324184731569,0.08871327110955407,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.10980283632782774
10000,134434,531.5117600329331,10036.125,0.7312654572481454,0.9300027799657138,0.4464267089732523,0.8348338527348383,1.0084745762711864,14,0.8386665151833834,0.07237471252242167,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.08629736756164179
10000,133316,556.825468531918,10037.625,0.6995093424604532,0.9286573378050191,0.40682033054575784,0.8314107009967405,1.0434782608695652,15,0.855861213508546,0.05808208857139925,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.0678639102399507
10000,134748,564.2396820942911,10036.25,0.6974068464972593,0.9385154880187025,0.39614491231198856,0.8144823350578708,1.105263157894737,12,0.84208746177195,0.07293381274500065,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.08661073351161262
10000,132798,521.4701294725902,10034.5,0.7493750326444687,0.9326068520046006,0.46371028475994974,0.8257494433852685,1.1636363636363636,15,0.8268111827969713,0.07251771977270242,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.0877077152335875
10000,133207,519.7127701597095,10035.875,0.7507017350733443,0.9398096665066897,0.4669155426338792,0.8285209445952453,1.1304347826086956,17,0.7990157538443607,0.07175518788984726,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.0898044719952097
10000,132218,555.7544007200523,10031.5,0.7076182863533861,0.9319166231202461,0.40814071489685977,0.8151017506660065,1.0683760683760684,4,0.82915028437312,0.07290493898780824,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.08792729178514135
10000,133241,535.8549057834406,10034.875,0.7264316748239159,0.9337047418555694,0.4391646844633396,0.8322194541553557,1.0256410256410255,12,0.8348551049254583,0.06552921271274155,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.07849171949256087
10000,133008,537.9970414071718,10034.875,0.7268831172774676,0.934944389448553,0.435674414604813,0.8245801813380972,1.165137614678899,10,0.8324858235861202,0.07926137788403007,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.09521048363633848
10000,134200,551.1686142824254,10034.625,0.7197002513462926,0.9253192862741482,0.41508979176792893,0.8013804515219554,1.0964912280701755,10,0.8217933449549039,0.0758306096595327,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.09227454824873756
10000,134958,550.5828278447985,10035.0,0.713383482797898,0.9348253898016932,0.41598906709388156,0.8174022282329634,1.0769230769230769,10,0.871973629454412,0.06484407155199857,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.0743647162730954
10000,131607,539.7544007200523,10033.5,0.7175552560841408,0.9380171083999439,0.4327827430542561,0.8405416442705267,1.0084745762711864,8,0.8463442508385607,0.06635749134137757,"(-1, -1)",diagonal,rich,strong,with_diffusion,0.07840484681691917
