finalCellCounts,timeList,perimeterList,areaList,convexityList,solidityList,compactnessList,roundnessList,elongationList,holesList,meanLengthsList,stdDevLengthList,direction,directionType,concentrations,strength,diffusion,boundary_fluctuations
10000,182017,550.7838379715752,10032.5,0.7088689293861954,0.9237923136243827,0.41558193079926,0.8270366854591468,1.0082644628099173,9,0.8735924078920227,0.058844765335873746,"(-1, -1)",diagonal,low,no,with_diffusion,0.06735952007397372
10000,175148,552.8254685319179,10035.125,0.6994543707620885,0.9281898903944874,0.41262597660252487,0.8434081406282595,1.0347826086956522,10,0.8451242722922037,0.0772036889413576,"(-1, -1)",diagonal,low,no,with_diffusion,0.09135187743686557
10000,168483,556.3401871576791,10033.875,0.6945993808579684,0.938348237769595,0.407378107064213,0.8443624320158466,1.0254237288135593,9,0.9081535773121402,0.059037593460451294,"(-1, -1)",diagonal,low,no,with_diffusion,0.06500838066969324
10000,174374,559.8965363437835,10033.75,0.6937595150751693,0.9287821810818628,0.40221436595466037,0.835679354547503,1.0166666666666666,6,0.8540555277220861,0.0610592632833667,"(-1, -1)",diagonal,low,no,with_diffusion,0.07149331782468796
10000,176410,584.381817718022,10040.75,0.671364222136103,0.9172147620352608,0.36947293286167693,0.8197213397204974,1.0084745762711864,18,0.8522794658116801,0.05929846707205421,"(-1, -1)",diagonal,low,no,with_diffusion,0.06957631792240881
10000,178570,605.4112549695449,10035.5,0.6439387439668834,0.9291054276125449,0.34407086421857014,0.8297720194714294,1.1327433628318584,11,0.8579404831658369,0.0701384106172545,"(-1, -1)",diagonal,low,no,with_diffusion,0.08175207021172468
10000,176589,628.9087296526036,10041.375,0.6177908435523495,0.917083361874101,0.3190272675833355,0.8358818010409061,1.0084745762711864,14,0.8869880853019463,0.05570310048768574,"(-1, -1)",diagonal,low,no,with_diffusion,0.06280028042171888
10000,172147,589.0681092190372,10037.25,0.6640343713837679,0.9341973613793424,0.3634909328589288,0.8243515572726603,1.0782608695652174,13,0.8443312810616022,0.058277860122879915,"(-1, -1)",diagonal,low,no,with_diffusion,0.0690225050641325
10000,178878,549.1686142824256,10037.375,0.7123551710598005,0.9346330675667811,0.41823328813930677,0.8241863809590945,1.0350877192982457,15,0.8196345823055623,0.09605488073721284,"(-1, -1)",diagonal,low,no,with_diffusion,0.11719232303134239
10000,182332,542.7838379715752,10036.625,0.7178672718735815,0.9311276556266815,0.4280985400546718,0.8307214774311761,1.0521739130434782,17,0.9153862163393923,0.05374287934023594,"(-1, -1)",diagonal,low,no,with_diffusion,0.05871060584149107
10000,177934,554.825468531918,10034.625,0.6988634805664272,0.9360548501066919,0.4096361107799169,0.8387133204422978,1.025,9,0.8816286214419009,0.06705762407244127,"(-1, -1)",diagonal,low,no,with_diffusion,0.0760610788279182
10000,175448,550.3401871576792,10034.875,0.7085585920698296,0.9303287712507677,0.4163507743155453,0.8292926939155945,1.0172413793103448,11,0.881458505839734,0.058017952416784355,"(-1, -1)",diagonal,low,no,with_diffusion,0.06582040111067138
10000,174580,588.2813126546338,10038.5,0.6618644402917659,0.9259327583821427,0.3645092735266765,0.8320903485007136,1.0344827586206897,12,0.8963164526594554,0.06324308413692908,"(-1, -1)",diagonal,low,no,with_diffusion,0.07055887900894924
10000,184155,548.9848480983517,10031.25,0.703463693391086,0.9365590644912821,0.4182579473793077,0.8452026032630782,1.017094017094017,10,0.8631426524123987,0.06308037326459694,"(-1, -1)",diagonal,low,no,with_diffusion,0.07308221078902022
10000,178536,561.0264786586944,10033.5,0.7014753543526704,0.9189975155421728,0.40058584667480435,0.8140869007396925,1.0254237288135593,10,0.8905904560631539,0.06024138111241615,"(-1, -1)",diagonal,low,no,with_diffusion,0.06764206903666199
10000,178589,594.423448278365,10042.25,0.6571654614304093,0.9226299167384439,0.3571486619474296,0.826988684024665,1.0168067226890756,17,0.8566178294771889,0.0755691308574203,"(-1, -1)",diagonal,low,no,with_diffusion,0.08821802238641432
