finalCellCounts,timeList,perimeterList,areaList,convexityList,solidityList,compactnessList,roundnessList,elongationList,holesList,meanLengthsList,stdDevLengthList,direction,directionType,concentrations,strength,diffusion,boundary_fluctuations
14860,320000,703.8204178980353,14911.375,0.6681143761411561,0.932901126916971,0.3782716841686759,0.8474268097123636,1.0215827338129497,25,0.8638468918492026,0.05527281866165014,"(-1, -1)",diagonal,low,no,with_diffusion,0.06398450834653097
14966,320000,750.0041840821092,15023.0,0.63977045641824,0.9220311936599999,0.3356132966813459,0.8199564688254364,1.0136986301369864,29,0.8927070446847372,0.05386464919353927,"(-1, -1)",diagonal,low,no,with_diffusion,0.06033855060767642
14840,320000,731.7615433949899,14894.75,0.6585098029209205,0.9191169664620037,0.349545663105238,0.8060823819442497,1.0069444444444444,25,0.8810662273604319,0.055667997493015216,"(-1, -1)",diagonal,low,no,with_diffusion,0.06318253471114177
14906,320000,752.1463197058403,14966.25,0.6351003402222198,0.9235504200060166,0.3324437632747813,0.8242016869971953,1.0344827586206897,33,0.8979374182697464,0.04888126326468668,"(-1, -1)",diagonal,low,no,with_diffusion,0.0544372717631892
14807,320000,675.2935059634539,14854.5,0.7073789090575403,0.9321859728116346,0.4093386524558488,0.8180475375929068,1.051094890510949,23,0.9049413577858483,0.05299751531849405,"(-1, -1)",diagonal,low,no,with_diffusion,0.05856458527673542
14975,320000,731.6194077712587,15025.875,0.6559276429403906,0.9271010882391504,0.35275989166486427,0.8199121701491026,1.034965034965035,20,0.8289269746182215,0.09094662751787361,"(-1, -1)",diagonal,low,no,with_diffusion,0.10971609116684959
14914,320000,704.2640687119311,14965.5,0.6750958397246081,0.9329675981484656,0.3791665635176902,0.8319537222164998,1.013986013986014,28,0.8907072969940221,0.052570196823032406,"(-1, -1)",diagonal,low,no,with_diffusion,0.05902073217593189
14938,320000,747.1341263970203,14991.375,0.6388459452829014,0.9288624182905294,0.3374847741989946,0.8269169589108414,1.027972027972028,27,0.8583166007897503,0.05477645406439749,"(-1, -1)",diagonal,low,no,with_diffusion,0.06381847212788012
14800,320000,700.9919907732891,14851.625,0.6712996601441232,0.9367524736862853,0.37980241946622395,0.8428006703656853,1.0357142857142858,26,0.8985381963386688,0.05797693355572651,"(-1, -1)",diagonal,low,no,with_diffusion,0.06452361601540016
14872,320000,800.187950266183,14928.625,0.596918202558333,0.9180631572474017,0.29298518364654846,0.8222729683484736,1.0070422535211268,22,0.8638191475511114,0.05894620124055451,"(-1, -1)",diagonal,low,no,with_diffusion,0.06823905375061938
14996,320000,762.8326112068553,15051.0,0.6371950447738695,0.9052280211105598,0.32502496329813246,0.800519542181313,1.0638297872340425,25,0.8790312894461987,0.06251301490063368,"(-1, -1)",diagonal,low,no,with_diffusion,0.0711158017367251
14845,320000,672.2224381515884,14889.0,0.7116315194096656,0.9274829667120887,0.4140467542398091,0.8175965185462576,1.0344827586206897,17,0.8388433729160857,0.06822136480375769,"(-1, -1)",diagonal,low,no,with_diffusion,0.08132789386724078
14823,320000,740.2468247692285,14876.25,0.6386511033010072,0.9356279186779667,0.3411538100009133,0.8364170791621647,1.094890510948905,21,0.8906907411959507,0.05572233671833834,"(-1, -1)",diagonal,low,no,with_diffusion,0.06256081279515568
15078,320000,747.7199128346472,15126.875,0.6448586651763245,0.9182341738054951,0.3400017785312601,0.8176211344414026,1.0275862068965518,17,0.8632490206134908,0.052137892322847046,"(-1, -1)",diagonal,low,no,with_diffusion,0.06039727943831766
14947,320000,756.2468247692285,14999.875,0.6461082542453087,0.9202095027759885,0.32958722932337486,0.7895139297605115,1.0140845070422535,20,0.8750364512969361,0.05702989961361271,"(-1, -1)",diagonal,low,no,with_diffusion,0.06517431305757125
14725,320000,708.8498551495582,14771.625,0.6703861173359049,0.9279023202858152,0.36942784624992087,0.8220147372474433,1.028169014084507,18,0.8888431309164555,0.05062597614564785,"(-1, -1)",diagonal,low,no,with_diffusion,0.05695715518828295
14705,320000,707.6194077712588,14752.625,0.6689263078332256,0.9346199228679807,0.3702368955352327,0.8274145294454023,1.006993006993007,14,0.9224634289627581,0.048915554342284485,"(-1, -1)",diagonal,low,no,with_diffusion,0.05302709333126236
15034,320000,731.0336213336319,15087.25,0.6586391642793537,0.9228875312540621,0.3547686605374341,0.8178057232833805,1.0136986301369864,25,0.8895049944415997,0.062454727193149276,"(-1, -1)",diagonal,low,no,with_diffusion,0.07021290221350154
14813,320000,678.7077195258271,14857.75,0.7059908968506353,0.9246651004309742,0.405319345701609,0.8132032964357584,1.013793103448276,17,0.8850064013301957,0.054931604977240214,"(-1, -1)",diagonal,low,no,with_diffusion,0.06206916118875082
15143,320000,740.3473298326167,15200.375,0.6502176059184819,0.9273751963760047,0.34849226056099963,0.8242817570741923,1.0863309352517985,31,0.847020222763315,0.058315691850127284,"(-1, -1)",diagonal,low,no,with_diffusion,0.06884805141945541
14961,320000,721.6194077712587,15018.75,0.6598681518100844,0.938737880007188,0.3624325897611007,0.8323632678384513,1.0208333333333333,34,0.898711560858317,0.05523163760720237,"(-1, -1)",diagonal,low,no,with_diffusion,0.061456467250129994
14845,320000,733.4772721475277,14895.375,0.6397536100256863,0.9364332191242574,0.3479268803558439,0.8500852732771459,1.0138888888888888,21,0.8885203023800936,0.05294348675128464,"(-1, -1)",diagonal,low,no,with_diffusion,0.05958613056951436
14921,320000,731.2762620207512,14972.125,0.6490260116179403,0.9305525342614749,0.3518279649912323,0.8352301264347963,1.0138888888888888,20,0.8868329270489548,0.051069432759421766,"(-1, -1)",diagonal,low,no,with_diffusion,0.05758630650912067
