finalCellCounts,timeList,perimeterList,areaList,convexityList,solidityList,compactnessList,roundnessList,elongationList,holesList,meanLengthsList,stdDevLengthList,direction,directionType,concentrations,strength,diffusion,boundary_fluctuations
16177,320000,673.979797464469,16220.5,0.7323481806659085,0.938958031837916,0.44872508013896156,0.836652532142247,1.027027027027027,17,0.8980714476015403,0.05675555998837559,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.06319715445797927
16452,320000,710.6072144624387,16496.125,0.6953659128408473,0.9429724901750626,0.4105183532662465,0.8489962715925428,1.0268456375838926,14,0.9173758647455528,0.05014172354523795,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.05465777493410018
16394,320000,682.6660889654843,16436.5,0.7346012663017283,0.9384309051591861,0.44320285359140116,0.8212950450100726,1.0206896551724138,17,0.8997926446400811,0.05278493755549867,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.0586634463728171
16546,320000,689.3940110268422,16584.625,0.7269344085515603,0.9484855200417491,0.4385110156233994,0.8298317652967644,1.0604026845637584,7,0.824983376935827,0.0835841592658951,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.10131617388018821
16229,320000,688.1808075912456,16266.25,0.719230260450245,0.9287569944044765,0.43161069102904664,0.8343654091564386,1.027027027027027,8,0.8879029948393181,0.06523462400237434,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.07347044033135591
16707,320000,666.6660889654843,16744.625,0.7544154800470857,0.9407026636048904,0.4734439385110576,0.8318545151446443,1.0466666666666666,7,0.8677533926867879,0.0560651926609726,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.06460959200329985
16439,320000,698.565583902096,16482.875,0.7120116991357729,0.9370727270143123,0.4244518766446809,0.8372481543058109,1.0758620689655172,18,0.8931892532069833,0.07604908849175757,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.08514330889977056
16500,320000,697.9209229614236,16543.625,0.7072260799752004,0.939391573448413,0.42680363030398655,0.853319302553052,1.0753424657534247,11,0.9082072785144226,0.05436393214476246,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.059858507447426434
16662,320000,735.5361466505733,16704.875,0.6875665001718352,0.9335331181804211,0.38801190761780463,0.8207589673175525,1.1180555555555556,13,0.8308477273170527,0.07167644611305368,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.08626905238642103
16470,320000,698.0803025278574,16509.125,0.7154313008170252,0.9324621043639111,0.42571911646687194,0.8317394063476947,1.099290780141844,10,0.88688153137482,0.06738269396914616,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.07597710808645583
16647,320000,727.435641587185,16691.125,0.6933598605954946,0.9353324787582042,0.396375060720301,0.8244967139394748,1.0258064516129033,13,0.8589518360845678,0.062144774554124343,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.0723495450424835
16622,320000,710.1219330882002,16667.75,0.6963000480966084,0.9402796680088287,0.41535647835902034,0.8566987598941473,1.04,19,0.9152209130698398,0.05187769262668688,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.05668324651004575
16533,320000,718.3645737753194,16579.75,0.6968847490616659,0.9266830617891177,0.403736513112116,0.8313350806678164,1.0263157894736843,20,0.8725132952810687,0.06411668954599305,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.07348505735415607
16662,320000,716.6072144624387,16703.0,0.7007074785489547,0.9425673292608947,0.4087351552187936,0.8324698004266604,1.0466666666666666,8,0.8808391713110748,0.05736634201363736,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.06512691973978757
16547,320000,674.5655839020959,16588.125,0.7335107122602502,0.9467635035350689,0.45809843027735925,0.8514239887828359,1.0482758620689656,12,0.910214864979542,0.05105747062897558,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.05609386595781772
16545,320000,688.4650788387078,16584.25,0.7228956105973633,0.9392916056042875,0.43968522019664136,0.8413771082961163,1.02,7,0.926801116997477,0.052924528817700836,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.05710451557196916
16851,320000,739.2346314604084,16895.625,0.692050746415931,0.9253820243181071,0.38852549012781895,0.8112293113250443,1.0132450331125828,11,0.880683288756932,0.05712697860868863,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.06486665449201641
16622,320000,722.4062043356622,16666.75,0.6917576442494331,0.9268445272421415,0.4013265120649385,0.8386676990235227,1.0469798657718121,12,0.8872606323638239,0.06369884233805607,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.07179270669132559
16736,320000,670.423448278365,16773.625,0.7496134607429369,0.9424179003848638,0.468962809100364,0.8345716915329003,1.0675675675675675,8,0.8934603705160344,0.05436209591917491,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.060844440014476614
16393,320000,693.2346314604083,16438.625,0.7113669820936371,0.9435894124315676,0.4298479419382468,0.8494297049808328,1.0202702702702702,13,0.916730639372702,0.053788665587312656,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.058674449480731895
16610,320000,696.2224381515884,16653.875,0.7243601655226092,0.9366041237548243,0.4317468056436114,0.8228487513535843,1.0264900662251655,17,0.8866575719254458,0.05793236868377241,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.0653379280999854
16601,320000,693.293505963454,16644.125,0.7226406820944086,0.935950514884195,0.43514757573983026,0.8332815269755551,1.0133333333333334,14,0.9066318541351174,0.052341163429092834,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.05773144103680733
16340,320000,677.1513703397228,16380.25,0.735331930258636,0.9422872263928438,0.44890957262366216,0.8302177551810933,1.0064935064935066,11,0.9152880622767432,0.05236966461280792,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.05721659308277269
16324,320000,713.3351365237967,16370.625,0.7000732794202481,0.9302680740435567,0.40428524500700114,0.8248992105859508,1.0133333333333334,17,0.8360059711341697,0.05983808727678475,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.0715761481889959
16381,320000,674.8498551495582,16427.5,0.7264064617277142,0.9500057830210502,0.4532804850155702,0.8590286021518508,1.0397350993377483,18,0.8573505611435813,0.05906246982534136,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.06888952139549613
16524,320000,676.9087296526036,16564.375,0.7319239967686901,0.9499146965634901,0.4542811202098455,0.8479938758128911,1.0680272108843538,12,0.8697549883891418,0.06782205725145071,"(-1, -1)",diagonal,rich,extraStrong,with_diffusion,0.07797834810589908
